,0
2351,"['katy', 'perry', 'making', 'swish', 'swish', 'music', 'video', 'ft', 'nicki', 'minaj']"
2352,"['brad', 'paisley', 'heaven', 'south']"
2353,"['monument', 'valley', 'available', 'android', 'ios', 'november', 'th']"
2354,"['kellywise', 'snl']"
2355,"['chris', 'hemsworth', 'mark', 'ruffalo', 'australian', 'interview', 'secret', 'plot', 'twist', 'revealed']"
2356,"['bannon', 'vs', 'mcconnell', 'fight', 'means', 'trump', 'gop']"
2357,"['pixel', 'classic', 'unboxing']"
2358,"['pumpkin', 'spice', 'oreo', 'taste', 'test']"
2359,"['massive', 'sinkholes', 'form']"
2360,"['trump', 'slams', 'clinton', 'defending', 'nfl', 'anthem', 'protests']"
2361,"['lp', 'lost', 'night', 'mckittrick', 'hotel']"
2362,"['tré', 'melvin', 'youtubeblack', 'fanfest', 'washington', 'c']"
2363,"['first', 'cosmic', 'event', 'seen', 'gravitational', 'waves', 'light']"
